26.190021 -75.759427 NaN
26.204939 -75.753740 NaN
26.219896 -75.747963 NaN
26.234891 -75.742094 NaN
26.249923 -75.736131 NaN
26.264991 -75.730073 NaN
26.280094 -75.723919 NaN
26.295231 -75.717665 NaN
26.310400 -75.711311 NaN
26.325629 -75.704869 NaN
26.340946 -75.698350 NaN
26.356350 -75.691754 NaN
26.371840 -75.685078 NaN
26.387415 -75.678320 NaN
26.403075 -75.671479 NaN
26.418819 -75.664554 NaN
26.434646 -75.657541 NaN
26.450554 -75.650439 NaN
26.466543 -75.643247 NaN
26.482613 -75.635961 NaN
26.498761 -75.628581 NaN
26.514988 -75.621104 NaN
26.531292 -75.613529 NaN
26.547672 -75.605852 NaN
26.564127 -75.598073 NaN
26.580657 -75.590188 NaN
26.597261 -75.582196 NaN
26.613936 -75.574095 NaN
26.630683 -75.565882 NaN
26.647500 -75.557555 NaN
26.664387 -75.549112 NaN
26.681341 -75.540551 NaN
26.698363 -75.531868 NaN
26.715451 -75.523063 NaN
26.732603 -75.514131 NaN
26.749820 -75.505072 NaN
26.767099 -75.495882 NaN
26.784439 -75.486558 NaN
26.801839 -75.477099 NaN
26.819330 -75.467505 NaN
26.836940 -75.457781 NaN
26.854670 -75.447924 NaN
26.872520 -75.437935 NaN
26.890488 -75.427811 NaN
26.908574 -75.417554 NaN
26.926779 -75.407161 NaN
26.945100 -75.396631 NaN
26.963539 -75.385964 NaN
26.982094 -75.375159 NaN
27.000766 -75.364214 NaN
27.019554 -75.353128 NaN
27.038457 -75.341901 NaN
27.057475 -75.330531 NaN
27.076608 -75.319017 NaN
27.095856 -75.307358 NaN
27.115219 -75.295552 NaN
27.134695 -75.283598 NaN
27.154286 -75.271495 NaN
27.173991 -75.259242 NaN
27.193809 -75.246836 NaN
27.213740 -75.234277 NaN
27.233785 -75.221563 NaN
27.253944 -75.208691 NaN
27.274215 -75.195662 NaN
27.294600 -75.182472 NaN
27.315098 -75.169121 NaN
27.335709 -75.155606 NaN
27.356433 -75.141925 NaN
27.377271 -75.128077 NaN
27.398250 -75.114042 NaN
27.419397 -75.099799 NaN
27.440712 -75.085347 NaN
27.462195 -75.070684 NaN
27.483846 -75.055810 NaN
27.505663 -75.040722 NaN
27.527647 -75.025418 NaN
27.549797 -75.009897 NaN
27.572114 -74.994157 NaN
27.594596 -74.978196 NaN
27.617245 -74.962012 NaN
27.640060 -74.945603 NaN
27.663042 -74.928965 NaN
27.686189 -74.912099 NaN
27.709503 -74.894999 NaN
27.732984 -74.877665 NaN
27.756632 -74.860094 NaN
27.780447 -74.842282 NaN
27.804431 -74.824228 NaN
27.828583 -74.805927 NaN
27.852905 -74.787377 NaN
27.877396 -74.768576 NaN
27.902058 -74.749518 NaN
27.926892 -74.730201 NaN
27.951899 -74.710622 NaN
27.977080 -74.690776 NaN
28.002436 -74.670660 NaN
28.027968 -74.650269 NaN
28.053678 -74.629600 NaN
28.079567 -74.608647 NaN
28.105682 -74.587425 NaN
28.132064 -74.565945 NaN
28.158712 -74.544201 NaN
28.185623 -74.522187 NaN
28.212794 -74.499895 NaN
28.240225 -74.477318 NaN
28.267913 -74.454449 NaN
28.295856 -74.431279 NaN
28.324053 -74.407802 NaN
28.352502 -74.384007 NaN
28.381203 -74.359886 NaN
28.410154 -74.335430 NaN
28.439354 -74.310629 NaN
28.468802 -74.285473 NaN
28.498499 -74.259952 NaN
28.528444 -74.234054 NaN
28.558637 -74.207768 NaN
28.589079 -74.181083 NaN
28.619769 -74.153985 NaN
28.650709 -74.126462 NaN
28.681899 -74.098500 NaN
28.713342 -74.070085 NaN
28.745038 -74.041203 NaN
28.776990 -74.011837 NaN
28.809199 -73.981973 NaN
28.841668 -73.951593 NaN
28.874401 -73.920680 NaN
28.907400 -73.889215 NaN
28.940669 -73.857180 NaN
28.974212 -73.824555 NaN
29.008077 -73.791395 NaN
29.042311 -73.757769 NaN
29.076917 -73.723672 NaN
29.111898 -73.689100 NaN
29.147256 -73.654050 NaN
29.182995 -73.618517 NaN
29.219116 -73.582497 NaN
29.255624 -73.545987 NaN
29.292519 -73.508982 NaN
29.329805 -73.471478 NaN
29.367484 -73.433472 NaN
29.405559 -73.394960 NaN
29.444032 -73.355939 NaN
29.482904 -73.316403 NaN
29.522179 -73.276350 NaN
29.561859 -73.235777 NaN
29.601945 -73.194678 NaN
29.642440 -73.153052 NaN
29.683344 -73.110894 NaN
29.724661 -73.068202 NaN
29.766392 -73.024971 NaN
29.808538 -72.981200 NaN
29.851101 -72.936884 NaN
29.894081 -72.892021 NaN
29.937481 -72.846607 NaN
29.981302 -72.800641 NaN
30.025544 -72.754119 NaN
30.070208 -72.707040 NaN
30.115295 -72.659399 NaN
30.160806 -72.611196 NaN
30.206768 -72.562200 NaN
30.253214 -72.512176 NaN
30.300155 -72.461117 NaN
30.347600 -72.409016 NaN
30.395557 -72.355866 NaN
30.444035 -72.301661 NaN
30.493042 -72.246397 NaN
30.542585 -72.190067 NaN
30.592672 -72.132667 NaN
30.643309 -72.074194 NaN
30.694501 -72.014644 NaN
30.746255 -71.954016 NaN
30.798575 -71.892308 NaN
30.851466 -71.829520 NaN
30.904932 -71.765653 NaN
30.958974 -71.700708 NaN
31.013595 -71.634688 NaN
31.068798 -71.567597 NaN
31.124581 -71.499442 NaN
31.180946 -71.430229 NaN
31.237891 -71.359967 NaN
31.295414 -71.288665 NaN
31.353513 -71.216335 NaN
31.412182 -71.142992 NaN
21.939471 -71.424081 NaN
21.974908 -71.440774 NaN
22.010091 -71.457351 NaN
22.045020 -71.473821 NaN
22.079698 -71.490191 NaN
22.114126 -71.506470 NaN
22.148306 -71.522666 NaN
22.182240 -71.538787 NaN
22.215931 -71.554842 NaN
22.249379 -71.570838 NaN
22.282586 -71.586782 NaN
22.315556 -71.602684 NaN
22.348288 -71.618549 NaN
22.380785 -71.634387 NaN
22.413049 -71.650203 NaN
22.445080 -71.666007 NaN
22.476882 -71.681804 NaN
22.508456 -71.697603 NaN
22.539803 -71.713410 NaN
22.570925 -71.729232 NaN
22.601823 -71.745077 NaN
22.632516 -71.760849 NaN
22.663021 -71.776449 NaN
22.693340 -71.791884 NaN
22.723473 -71.807159 NaN
22.753423 -71.822281 NaN
22.783189 -71.837253 NaN
22.812772 -71.852083 NaN
22.842175 -71.866774 NaN
22.871397 -71.881333 NaN
22.900440 -71.895764 NaN
22.929305 -71.910073 NaN
22.957993 -71.924266 NaN
22.986504 -71.938346 NaN
23.014841 -71.952319 NaN
23.043004 -71.966190 NaN
23.070993 -71.979964 NaN
23.098810 -71.993645 NaN
23.126456 -72.007240 NaN
23.153932 -72.020751 NaN
23.181238 -72.034185 NaN
23.208376 -72.047545 NaN
23.235347 -72.060836 NaN
23.262151 -72.074064 NaN
23.288789 -72.087232 NaN
23.315263 -72.100345 NaN
23.341572 -72.113407 NaN
23.367719 -72.126423 NaN
23.393704 -72.139397 NaN
23.419527 -72.152334 NaN
23.445190 -72.165238 NaN
23.470706 -72.178073 NaN
23.496088 -72.190802 NaN
23.521338 -72.203427 NaN
23.546458 -72.215948 NaN
23.571449 -72.228367 NaN
23.596313 -72.240685 NaN
23.621051 -72.252902 NaN
23.645664 -72.265020 NaN
23.670154 -72.277040 NaN
23.694522 -72.288962 NaN
23.718768 -72.300788 NaN
23.742894 -72.312518 NaN
23.766901 -72.324153 NaN
23.790788 -72.335693 NaN
23.814558 -72.347139 NaN
23.838210 -72.358492 NaN
23.861746 -72.369753 NaN
23.885165 -72.380921 NaN
23.908468 -72.391998 NaN
23.931656 -72.402983 NaN
23.954728 -72.413878 NaN
23.977686 -72.424682 NaN
24.000529 -72.435396 NaN
24.023257 -72.446020 NaN
24.045871 -72.456555 NaN
24.068370 -72.467000 NaN
24.090754 -72.477356 NaN
24.113023 -72.487623 NaN
24.135178 -72.497801 NaN
24.157217 -72.507890 NaN
24.179160 -72.517899 NaN
24.201024 -72.527835 NaN
24.222811 -72.537698 NaN
24.244522 -72.547488 NaN
24.266158 -72.557205 NaN
24.287718 -72.566848 NaN
24.309205 -72.576417 NaN
24.330618 -72.585913 NaN
24.351958 -72.595334 NaN
24.373225 -72.604679 NaN
24.394419 -72.613950 NaN
24.415542 -72.623144 NaN
24.436592 -72.632262 NaN
24.457571 -72.641303 NaN
24.478478 -72.650267 NaN
24.499314 -72.659152 NaN
24.520077 -72.667958 NaN
24.540769 -72.676685 NaN
24.561388 -72.685331 NaN
24.581935 -72.693896 NaN
24.602409 -72.702379 NaN
24.622811 -72.710779 NaN
24.643138 -72.719096 NaN
24.663392 -72.727328 NaN
24.683571 -72.735475 NaN
24.703676 -72.743535 NaN
24.723704 -72.751508 NaN
24.743656 -72.759393 NaN
24.763531 -72.767188 NaN
24.783327 -72.774893 NaN
24.803068 -72.782509 NaN
24.822777 -72.790040 NaN
24.842452 -72.797485 NaN
24.862095 -72.804846 NaN
24.881706 -72.812123 NaN
24.901283 -72.819316 NaN
24.920829 -72.826425 NaN
24.940342 -72.833451 NaN
24.959822 -72.840394 NaN
24.979269 -72.847255 NaN
24.998683 -72.854033 NaN
25.018064 -72.860729 NaN
25.037411 -72.867342 NaN
25.056725 -72.873874 NaN
